fecha,producto_id,Amazon,Decathlon,Deporvillage
2021-11-17,PROD_006,66.56,57.99,66.03
2021-11-17,PROD_007,76.75,61.77,69.63
2021-11-17,PROD_008,65.52,59.32,64.56
2021-11-17,PROD_009,365.13,324.19,352.94
2021-11-17,PROD_010,178.46,144.96,163.78
2021-11-17,PROD_011,43.6,41.01,42.64
2021-11-17,PROD_012,56.28,52.4,57.36
2021-11-17,PROD_013,26.52,21.65,24.62
2021-11-17,PROD_014,36.73,36.02,37.6
2021-11-17,PROD_015,134.22,144.96,129.49
2021-11-17,PROD_016,741.25,721.44,778.2
2021-11-17,PROD_017,90.42,83.39,94.0
2021-11-17,PROD_018,67.14,64.01,68.67
2021-11-17,PROD_019,114.82,99.32,103.8
2021-11-17,PROD_020,77.98,73.11,79.37
2021-11-17,PROD_021,125.56,109.06,118.83
2021-11-17,PROD_022,20.13,18.57,19.44
2021-11-17,PROD_023,35.47,30.71,34.73
2021-11-17,PROD_024,50.62,47.22,49.79
2021-11-18,PROD_001,82.41,111.27,98.35
2021-11-18,PROD_002,113.01,111.63,118.33
2021-11-18,PROD_003,82.54,72.9,87.01
2021-11-18,PROD_004,76.63,70.63,74.22
2021-11-18,PROD_005,34.68,32.61,36.02
2021-11-18,PROD_006,69.83,60.01,64.24
2021-11-18,PROD_007,71.02,61.27,71.05
2021-11-18,PROD_008,59.43,59.68,67.17
2021-11-18,PROD_009,368.19,330.23,361.44
2021-11-18,PROD_010,177.17,149.15,160.65
2021-11-18,PROD_011,41.85,39.6,44.19
2021-11-18,PROD_012,50.57,52.14,58.82
2021-11-18,PROD_013,23.7,23.32,24.5
2021-11-18,PROD_014,42.91,37.16,40.56
2021-11-18,PROD_015,135.73,140.24,132.91
2021-11-18,PROD_016,748.34,693.87,769.18
2021-11-18,PROD_017,93.54,91.31,97.44
2021-11-18,PROD_018,71.64,65.54,67.06
2021-11-18,PROD_019,113.31,100.73,108.2
2021-11-18,PROD_020,75.29,72.5,75.29
2021-11-18,PROD_021,126.06,110.57,115.94
2021-11-18,PROD_022,19.0,18.1,19.52
2021-11-18,PROD_023,34.11,30.87,35.18
2021-11-18,PROD_024,48.27,46.27,50.28
2021-11-19,PROD_001,84.23,108.42,99.02
2021-11-19,PROD_002,111.53,109.68,119.83
2021-11-19,PROD_003,80.03,78.03,83.9
2021-11-19,PROD_004,74.76,70.35,72.22
2021-11-19,PROD_005,34.39,33.43,34.48
2021-11-19,PROD_006,65.4,58.59,68.21
2021-11-19,PROD_007,68.09,64.33,73.43
2021-11-19,PROD_008,63.56,57.59,63.32
2021-11-19,PROD_009,362.0,331.88,349.17
2021-11-19,PROD_010,175.73,150.07,161.96
2021-11-19,PROD_011,44.67,40.98,45.14
2021-11-19,PROD_012,57.01,48.01,57.89
2021-11-19,PROD_013,25.86,22.01,25.67
2021-11-19,PROD_014,41.72,37.27,39.98
2021-11-19,PROD_015,135.71,141.0,133.37
2021-11-19,PROD_016,749.8,714.01,763.19
2021-11-19,PROD_017,99.81,83.12,93.62
2021-11-19,PROD_018,63.23,60.94,71.52
2021-11-19,PROD_019,103.54,106.11,112.52
2021-11-19,PROD_020,75.72,70.62,80.03
2021-11-19,PROD_021,128.19,109.06,116.7
2021-11-19,PROD_022,20.59,18.85,20.36
2021-11-19,PROD_023,33.77,32.8,33.59
2021-11-19,PROD_024,49.13,46.46,50.88
2021-11-20,PROD_001,83.66,107.25,95.24
2021-11-20,PROD_002,113.19,107.3,118.73
2021-11-20,PROD_003,79.05,78.66,89.4
2021-11-20,PROD_004,74.26,68.85,76.47
2021-11-20,PROD_005,33.04,31.26,35.29
2021-11-20,PROD_006,64.82,57.57,60.29
2021-11-20,PROD_007,67.98,64.03,70.42
2021-11-20,PROD_008,63.24,59.18,66.12
2021-11-20,PROD_009,369.92,331.95,347.37
2021-11-20,PROD_010,172.58,150.0,160.06
2021-11-20,PROD_011,46.92,41.64,44.38
2021-11-20,PROD_012,53.42,49.51,55.8
2021-11-20,PROD_013,23.27,23.47,25.26
2021-11-20,PROD_014,39.5,36.47,39.07
2021-11-20,PROD_015,137.18,141.09,133.95
2021-11-20,PROD_016,736.92,720.72,793.13
2021-11-20,PROD_017,97.74,88.26,93.89
2021-11-20,PROD_018,69.95,66.19,66.82
2021-11-20,PROD_019,115.45,102.27,111.06
2021-11-20,PROD_020,84.78,70.65,76.94
2021-11-20,PROD_021,124.88,107.04,115.42
2021-11-20,PROD_022,21.04,18.29,19.64
2021-11-20,PROD_023,34.39,32.36,33.36
2021-11-20,PROD_024,47.49,43.94,49.12
2021-11-21,PROD_001,83.35,108.15,96.28
2021-11-21,PROD_002,111.21,107.69,120.59
2021-11-21,PROD_003,84.32,78.44,82.34
2021-11-21,PROD_004,77.6,66.16,74.08
2021-11-21,PROD_005,35.78,31.61,32.91
2021-11-21,PROD_006,65.39,62.02,63.5
2021-11-21,PROD_007,70.9,63.12,69.5
2021-11-21,PROD_008,67.89,59.86,68.63
2021-11-21,PROD_009,373.97,330.08,354.6
2021-11-21,PROD_010,176.87,147.5,158.04
2021-11-21,PROD_011,46.79,39.98,47.88
2021-11-21,PROD_012,52.44,48.55,53.21
2021-11-21,PROD_013,22.86,23.26,25.54
2021-11-21,PROD_014,40.77,37.26,41.7
2021-11-21,PROD_015,135.52,143.54,132.72
2021-11-21,PROD_016,743.25,728.51,772.65
2021-11-21,PROD_017,98.63,87.72,92.26
2021-11-21,PROD_018,65.25,63.48,68.16
2021-11-21,PROD_019,101.58,100.94,104.24
2021-11-21,PROD_020,76.51,70.08,83.22
2021-11-21,PROD_021,125.61,107.63,117.07
2021-11-21,PROD_022,20.6,19.53,19.63
2021-11-21,PROD_023,34.55,32.91,36.0
2021-11-21,PROD_024,47.84,45.85,50.63
2021-11-22,PROD_001,81.39,106.79,96.18
2021-11-22,PROD_002,110.67,111.88,116.82
2021-11-22,PROD_003,80.73,80.71,82.58
2021-11-22,PROD_004,77.33,67.78,73.58
2021-11-22,PROD_005,33.77,32.5,34.08
2021-11-22,PROD_006,63.63,60.56,66.77
2021-11-22,PROD_007,73.81,65.5,66.07
2021-11-22,PROD_008,64.44,60.76,67.87
2021-11-22,PROD_009,365.86,324.51,344.58
2021-11-22,PROD_010,178.88,145.26,163.55
2021-11-22,PROD_011,44.97,41.15,44.97
2021-11-22,PROD_012,57.09,51.02,53.93
2021-11-22,PROD_013,26.54,22.85,23.64
2021-11-22,PROD_014,39.41,37.46,37.13
2021-11-22,PROD_015,133.73,141.61,129.21
2021-11-22,PROD_016,737.72,703.2,762.37
2021-11-22,PROD_017,97.41,87.77,92.31
2021-11-22,PROD_018,65.47,61.89,72.63
2021-11-22,PROD_019,104.03,105.41,107.46
2021-11-22,PROD_020,71.93,73.9,77.73
2021-11-22,PROD_021,129.48,107.27,118.07
2021-11-22,PROD_022,20.69,17.78,19.91
2021-11-22,PROD_023,35.85,31.86,37.05
2021-11-22,PROD_024,46.94,46.2,53.1
2021-11-23,PROD_001,78.67,101.35,87.94
2021-11-23,PROD_002,105.88,104.27,107.91
2021-11-23,PROD_003,79.12,79.07,85.22
2021-11-23,PROD_004,77.02,65.18,77.45
2021-11-23,PROD_005,35.37,32.08,35.0
2021-11-23,PROD_006,67.14,58.15,63.57
2021-11-23,PROD_007,67.11,62.88,66.9
2021-11-23,PROD_008,64.98,63.15,61.12
2021-11-23,PROD_009,337.12,300.59,318.54
2021-11-23,PROD_010,164.36,138.23,149.86
2021-11-23,PROD_011,42.97,42.98,43.57
2021-11-23,PROD_012,55.35,50.09,56.08
2021-11-23,PROD_013,26.41,23.84,26.41
2021-11-23,PROD_014,39.69,37.02,40.04
2021-11-23,PROD_015,126.03,133.65,122.34
2021-11-23,PROD_016,673.75,654.38,731.14
2021-11-23,PROD_017,100.07,85.7,90.55
2021-11-23,PROD_018,63.48,66.28,68.25
2021-11-23,PROD_019,120.15,100.58,114.33
2021-11-23,PROD_020,82.97,74.8,83.19
2021-11-23,PROD_021,119.03,100.25,108.48
2021-11-23,PROD_022,18.44,18.44,19.0
2021-11-23,PROD_023,32.29,31.62,33.16
2021-11-23,PROD_024,53.73,48.17,50.21
2021-11-24,PROD_001,76.69,97.93,89.3
2021-11-24,PROD_002,106.71,98.56,112.31
2021-11-24,PROD_003,92.49,78.62,83.04
2021-11-24,PROD_004,73.21,70.97,79.83
2021-11-24,PROD_005,37.25,32.22,36.42
2021-11-24,PROD_006,66.78,57.9,63.17
2021-11-24,PROD_007,73.68,64.26,68.47
2021-11-24,PROD_008,66.42,57.65,64.43
2021-11-24,PROD_009,342.19,299.07,320.36
2021-11-24,PROD_010,160.26,138.07,155.09
2021-11-24,PROD_011,46.47,41.95,46.09
2021-11-24,PROD_012,58.09,53.02,55.44
2021-11-24,PROD_013,26.06,23.63,24.73
2021-11-24,PROD_014,40.87,36.25,41.02
2021-11-24,PROD_015,127.81,134.29,122.45
2021-11-24,PROD_016,692.68,656.99,717.97
2021-11-24,PROD_017,94.96,87.62,96.29
2021-11-24,PROD_018,67.88,65.3,70.7
2021-11-24,PROD_019,112.73,100.36,114.2
2021-11-24,PROD_020,81.05,70.95,77.65
2021-11-24,PROD_021,119.84,99.73,112.73
2021-11-24,PROD_022,20.25,17.74,20.86
2021-11-24,PROD_023,34.75,33.58,36.84
2021-11-24,PROD_024,47.34,43.39,47.71
2021-11-25,PROD_001,78.72,102.47,89.6
2021-11-25,PROD_002,107.62,100.4,111.12
2021-11-25,PROD_003,84.33,73.16,78.91
2021-11-25,PROD_004,67.66,70.53,72.24
2021-11-25,PROD_005,32.89,30.9,34.26
2021-11-25,PROD_006,68.06,60.28,65.47
2021-11-25,PROD_007,69.12,62.5,68.31
2021-11-25,PROD_008,64.01,61.44,66.85
2021-11-25,PROD_009,345.07,307.73,321.44
2021-11-25,PROD_010,164.84,136.71,154.58
2021-11-25,PROD_011,42.79,40.67,47.69
2021-11-25,PROD_012,52.31,48.92,57.06
2021-11-25,PROD_013,22.94,22.07,24.96
2021-11-25,PROD_014,36.96,36.57,37.19
2021-11-25,PROD_015,127.0,134.01,119.39
2021-11-25,PROD_016,675.43,662.34,713.84
2021-11-25,PROD_017,99.76,86.44,96.4
2021-11-25,PROD_018,66.22,62.49,66.96
2021-11-25,PROD_019,119.96,106.65,105.17
2021-11-25,PROD_020,80.72,73.75,81.35
2021-11-25,PROD_021,116.32,99.51,108.54
2021-11-25,PROD_022,18.97,18.97,19.32
2021-11-25,PROD_023,33.91,32.84,35.06
2021-11-25,PROD_024,46.1,43.92,51.3
2021-11-26,PROD_001,79.9,107.2625,91.675
2021-11-26,PROD_002,111.8875,103.3625,114.0
2021-11-26,PROD_003,80.98,67.1,73.05
2021-11-26,PROD_004,68.16,61.01,66.1
2021-11-26,PROD_005,32.6,29.37,31.4
2021-11-26,PROD_006,62.73,52.92,58.2
2021-11-26,PROD_007,61.4,58.68,64.55
2021-11-26,PROD_008,57.82,53.1,59.23
2021-11-26,PROD_009,358.9,324.20000000000005,342.0
2021-11-26,PROD_010,170.45000000000002,139.4875,156.1125
2021-11-26,PROD_011,40.62,38.03,42.2
2021-11-26,PROD_012,49.59,44.88,49.26
2021-11-26,PROD_013,23.45,19.5,22.98
2021-11-26,PROD_014,33.56,31.5,35.89
2021-11-26,PROD_015,132.79999999999998,134.5,126.5875
2021-11-26,PROD_016,728.8375000000001,689.8625,743.4625
2021-11-26,PROD_017,81.14,79.05,84.95
2021-11-26,PROD_018,63.39,55.33,66.96
2021-11-26,PROD_019,92.07,88.11,92.27
2021-11-26,PROD_020,66.48,65.59,75.18
2021-11-26,PROD_021,118.4,102.5875,115.6875
2021-11-26,PROD_022,18.44,15.45,17.75
2021-11-26,PROD_023,29.58,29.38,33.32
2021-11-26,PROD_024,42.32,41.54,46.58
2021-11-27,PROD_001,85.33749999999999,108.5,98.05
2021-11-27,PROD_002,113.5625,112.875,121.7375
2021-11-27,PROD_003,87.28,74.5,86.09
2021-11-27,PROD_004,76.21,65.68,70.95
2021-11-27,PROD_005,32.34,31.02,34.39
2021-11-27,PROD_006,62.17,61.69,64.82
2021-11-27,PROD_007,64.86,61.89,70.6
2021-11-27,PROD_008,68.29,60.86,65.58
2021-11-27,PROD_009,367.6375000000001,353.4875,356.6125
2021-11-27,PROD_010,179.60000000000002,152.125,167.04999999999998
2021-11-27,PROD_011,47.6,42.49,43.27
2021-11-27,PROD_012,56.99,50.91,55.3
2021-11-27,PROD_013,24.96,23.01,25.1
2021-11-27,PROD_014,43.24,36.61,40.49
2021-11-27,PROD_015,138.4875,151.45,131.86249999999998
2021-11-27,PROD_016,772.6125000000001,750.875,789.4
2021-11-27,PROD_017,94.89,87.75,97.34
2021-11-27,PROD_018,66.71,61.08,74.27
2021-11-27,PROD_019,119.84,100.15,113.9
2021-11-27,PROD_020,81.02,71.33,82.08
2021-11-27,PROD_021,132.5625,110.4,121.7125
2021-11-27,PROD_022,20.04,17.74,20.74
2021-11-27,PROD_023,35.08,33.04,33.76
2021-11-27,PROD_024,51.17,45.51,50.94
2021-11-28,PROD_001,83.65,112.375,96.975
2021-11-28,PROD_002,115.3375,108.3375,121.625
2021-11-28,PROD_003,90.7,73.82,83.76
2021-11-28,PROD_004,76.53,70.89,73.46
2021-11-28,PROD_005,33.81,32.38,34.69
2021-11-28,PROD_006,58.79,57.76,64.52
2021-11-28,PROD_007,74.6,65.61,67.36
2021-11-28,PROD_008,66.66,62.08,61.93
2021-11-28,PROD_009,369.1625,327.01250000000005,368.625
2021-11-28,PROD_010,183.175,151.325,165.125
2021-11-28,PROD_011,44.18,41.52,46.05
2021-11-28,PROD_012,50.31,50.33,56.31
2021-11-28,PROD_013,24.73,23.77,26.52
2021-11-28,PROD_014,37.76,38.26,40.18
2021-11-28,PROD_015,144.3,143.8625,137.3125
2021-11-28,PROD_016,787.1125000000001,760.0125,786.6875
2021-11-28,PROD_017,97.9,89.81,99.81
2021-11-28,PROD_018,68.63,65.34,68.37
2021-11-28,PROD_019,117.77,95.52,111.6
2021-11-28,PROD_020,76.68,74.16,79.26
2021-11-28,PROD_021,134.2625,113.875,122.525
2021-11-28,PROD_022,19.99,18.09,19.6
2021-11-28,PROD_023,34.93,33.43,35.01
2021-11-28,PROD_024,49.25,44.11,50.41
2021-11-29,PROD_001,79.9625,105.025,94.1625
2021-11-29,PROD_002,113.225,104.7625,110.6125
2021-11-29,PROD_003,88.44,77.7,86.0
2021-11-29,PROD_004,72.36,66.68,77.1
2021-11-29,PROD_005,32.45,32.2,36.41
2021-11-29,PROD_006,65.19,59.52,62.73
2021-11-29,PROD_007,69.17,61.74,71.21
2021-11-29,PROD_008,67.47,60.64,66.25
2021-11-29,PROD_009,364.9125,323.6,346.42499999999995
2021-11-29,PROD_010,168.21249999999998,141.125,155.7
2021-11-29,PROD_011,43.9,41.19,47.89
2021-11-29,PROD_012,56.96,49.96,52.64
2021-11-29,PROD_013,25.07,22.79,26.51
2021-11-29,PROD_014,39.03,37.08,39.08
2021-11-29,PROD_015,133.35000000000002,134.8625,126.9125
2021-11-29,PROD_016,696.3625000000001,708.25,759.8125
2021-11-29,PROD_017,93.57,89.18,96.42
2021-11-29,PROD_018,72.8,63.46,73.09
2021-11-29,PROD_019,109.08,101.85,115.24
2021-11-29,PROD_020,86.59,72.98,83.69
2021-11-29,PROD_021,123.7,104.75,117.275
2021-11-29,PROD_022,19.92,18.71,20.26
2021-11-29,PROD_023,36.08,33.67,36.25
2021-11-29,PROD_024,51.41,47.4,50.02
2021-11-30,PROD_001,92.4125,119.7875,105.7125
2021-11-30,PROD_002,121.1125,118.7625,132.325
2021-11-30,PROD_003,87.89,79.23,86.83
2021-11-30,PROD_004,70.73,68.66,78.58
2021-11-30,PROD_005,36.02,34.02,33.0
2021-11-30,PROD_006,68.44,59.47,62.85
2021-11-30,PROD_007,74.57,64.82,69.42
2021-11-30,PROD_008,66.87,60.39,61.43
2021-11-30,PROD_009,403.4625,370.9875,384.45
2021-11-30,PROD_010,191.5625,159.4875,172.475
2021-11-30,PROD_011,45.98,42.2,43.03
2021-11-30,PROD_012,58.61,49.86,54.79
2021-11-30,PROD_013,24.51,22.7,25.04
2021-11-30,PROD_014,39.48,36.08,38.19
2021-11-30,PROD_015,147.79999999999998,157.8625,145.025
2021-11-30,PROD_016,812.0375,769.2,868.3125
2021-11-30,PROD_017,89.78,87.93,91.81
2021-11-30,PROD_018,73.99,63.08,72.8
2021-11-30,PROD_019,104.35,100.85,107.75
2021-11-30,PROD_020,73.72,71.2,78.99
2021-11-30,PROD_021,140.075,119.6,128.3875
2021-11-30,PROD_022,20.41,17.52,19.67
2021-11-30,PROD_023,33.39,32.67,35.73
2021-11-30,PROD_024,47.1,46.6,48.27
2022-10-25,PROD_001,84.39,112.21,100.23
2022-10-25,PROD_002,117.58,115.01,119.75
2022-10-25,PROD_003,81.33,78.46,79.3
2022-10-25,PROD_004,72.96,71.03,74.34
2022-10-25,PROD_005,31.83,32.68,34.36
2022-10-25,PROD_006,67.44,60.64,62.94
2022-10-25,PROD_007,73.68,65.22,70.13
2022-10-25,PROD_008,71.49,59.16,68.15
2022-10-25,PROD_009,381.48,340.92,354.38
2022-10-25,PROD_010,177.81,148.22,168.48
2022-10-25,PROD_011,42.62,41.02,45.19
2022-10-25,PROD_012,50.99,52.5,55.16
2022-10-25,PROD_013,25.27,23.2,25.6
2022-10-25,PROD_014,43.04,36.97,39.33
2022-10-25,PROD_015,139.21,144.09,137.86
2022-10-25,PROD_016,760.71,744.11,799.15
2022-10-25,PROD_017,92.37,88.42,92.38
2022-10-25,PROD_018,67.45,65.05,70.78
2022-10-25,PROD_019,115.14,97.69,111.27
2022-10-25,PROD_020,77.36,74.85,78.64
2022-10-25,PROD_021,130.55,115.19,125.16
2022-10-25,PROD_022,18.61,18.83,20.26
2022-10-25,PROD_023,36.97,31.93,36.6
2022-10-25,PROD_024,46.3,45.87,49.63
2022-10-26,PROD_001,84.88,113.43,101.78
2022-10-26,PROD_002,116.37,113.96,122.74
2022-10-26,PROD_003,85.23,79.62,84.3
2022-10-26,PROD_004,76.28,68.45,76.39
2022-10-26,PROD_005,37.89,32.44,34.39
2022-10-26,PROD_006,64.92,59.76,62.64
2022-10-26,PROD_007,67.48,64.59,68.0
2022-10-26,PROD_008,63.1,63.01,65.31
2022-10-26,PROD_009,383.24,338.01,362.01
2022-10-26,PROD_010,180.91,150.97,166.38
2022-10-26,PROD_011,42.12,42.71,44.21
2022-10-26,PROD_012,53.08,50.57,53.48
2022-10-26,PROD_013,25.02,22.39,23.99
2022-10-26,PROD_014,43.56,37.86,39.28
2022-10-26,PROD_015,137.65,150.22,134.73
2022-10-26,PROD_016,747.42,747.63,787.13
2022-10-26,PROD_017,94.68,88.73,92.46
2022-10-26,PROD_018,68.51,64.15,67.41
2022-10-26,PROD_019,113.41,101.4,105.35
2022-10-26,PROD_020,76.8,73.93,78.56
2022-10-26,PROD_021,131.74,109.92,120.97
2022-10-26,PROD_022,19.66,18.79,19.61
2022-10-26,PROD_023,36.57,31.87,35.55
2022-10-26,PROD_024,50.96,44.58,50.39
2022-10-27,PROD_001,87.11,110.53,100.39
2022-10-27,PROD_002,119.49,113.96,123.45
2022-10-27,PROD_003,78.98,80.78,89.36
2022-10-27,PROD_004,79.54,70.09,75.16
2022-10-27,PROD_005,38.35,32.6,33.65
2022-10-27,PROD_006,64.24,60.47,68.95
2022-10-27,PROD_007,76.27,65.55,68.98
2022-10-27,PROD_008,68.88,62.68,62.64
2022-10-27,PROD_009,375.82,338.61,366.13
2022-10-27,PROD_010,176.64,154.36,167.35
2022-10-27,PROD_011,45.42,42.31,46.06
2022-10-27,PROD_012,56.77,51.12,55.54
2022-10-27,PROD_013,24.95,21.84,23.15
2022-10-27,PROD_014,41.8,35.0,38.77
2022-10-27,PROD_015,142.96,149.19,134.07
2022-10-27,PROD_016,769.35,742.32,790.75
2022-10-27,PROD_017,93.43,87.72,101.36
2022-10-27,PROD_018,74.74,62.5,68.33
2022-10-27,PROD_019,113.67,104.35,108.19
2022-10-27,PROD_020,81.54,75.72,78.54
2022-10-27,PROD_021,129.1,113.5,119.6
2022-10-27,PROD_022,19.22,18.93,20.91
2022-10-27,PROD_023,34.0,33.44,36.85
2022-10-27,PROD_024,53.6,45.8,51.67
2022-10-28,PROD_001,86.76,113.52,99.83
2022-10-28,PROD_002,118.07,111.06,124.66
2022-10-28,PROD_003,81.77,75.35,79.56
2022-10-28,PROD_004,76.1,67.81,73.17
2022-10-28,PROD_005,34.28,31.95,36.43
2022-10-28,PROD_006,67.89,56.83,62.74
2022-10-28,PROD_007,69.18,67.19,68.76
2022-10-28,PROD_008,63.63,61.35,66.07
2022-10-28,PROD_009,383.51,339.65,365.99
2022-10-28,PROD_010,185.05,155.44,167.02
2022-10-28,PROD_011,42.95,38.52,45.39
2022-10-28,PROD_012,54.73,52.88,57.79
2022-10-28,PROD_013,23.92,23.18,23.78
2022-10-28,PROD_014,40.02,37.48,39.99
2022-10-28,PROD_015,139.62,149.48,136.92
2022-10-28,PROD_016,753.97,725.17,788.72
2022-10-28,PROD_017,89.99,87.19,89.91
2022-10-28,PROD_018,75.44,64.45,69.93
2022-10-28,PROD_019,106.02,102.91,109.34
2022-10-28,PROD_020,77.35,74.28,74.68
2022-10-28,PROD_021,130.39,111.27,123.05
2022-10-28,PROD_022,20.37,17.96,19.35
2022-10-28,PROD_023,33.17,32.18,34.57
2022-10-28,PROD_024,53.29,46.33,51.04
2022-10-29,PROD_001,85.79,112.35,100.36
2022-10-29,PROD_002,116.51,110.29,124.22
2022-10-29,PROD_003,82.91,78.05,79.29
2022-10-29,PROD_004,73.89,65.15,71.37
2022-10-29,PROD_005,35.73,31.45,35.28
2022-10-29,PROD_006,65.49,62.3,65.91
2022-10-29,PROD_007,68.23,65.95,68.31
2022-10-29,PROD_008,68.09,59.86,64.95
2022-10-29,PROD_009,374.95,348.98,365.63
2022-10-29,PROD_010,181.71,152.8,165.78
2022-10-29,PROD_011,47.8,42.14,44.64
2022-10-29,PROD_012,57.78,49.8,52.31
2022-10-29,PROD_013,23.14,23.4,23.85
2022-10-29,PROD_014,41.56,37.54,39.71
2022-10-29,PROD_015,139.91,151.4,133.55
2022-10-29,PROD_016,764.7,725.9,795.6
2022-10-29,PROD_017,88.96,90.41,95.25
2022-10-29,PROD_018,67.42,63.65,67.73
2022-10-29,PROD_019,117.12,102.04,114.07
2022-10-29,PROD_020,88.45,71.27,78.16
2022-10-29,PROD_021,128.6,115.25,121.84
2022-10-29,PROD_022,19.54,17.86,20.27
2022-10-29,PROD_023,36.34,31.41,32.86
2022-10-29,PROD_024,47.13,45.33,48.51
2022-10-30,PROD_001,85.16,111.09,101.03
2022-10-30,PROD_002,116.14,111.39,121.55
2022-10-30,PROD_003,84.99,79.86,88.95
2022-10-30,PROD_004,78.6,71.96,76.69
2022-10-30,PROD_005,32.02,33.06,36.46
2022-10-30,PROD_006,62.39,58.16,64.28
2022-10-30,PROD_007,68.41,63.89,66.42
2022-10-30,PROD_008,68.8,56.11,66.13
2022-10-30,PROD_009,388.78,338.96,369.68
2022-10-30,PROD_010,176.6,153.16,169.65
2022-10-30,PROD_011,45.63,39.29,42.51
2022-10-30,PROD_012,52.96,47.13,55.61
2022-10-30,PROD_013,22.95,23.07,26.2
2022-10-30,PROD_014,41.15,35.71,40.02
2022-10-30,PROD_015,139.05,145.55,133.78
2022-10-30,PROD_016,762.77,733.57,810.76
2022-10-30,PROD_017,103.83,88.44,95.91
2022-10-30,PROD_018,67.9,61.67,70.95
2022-10-30,PROD_019,114.15,98.95,115.03
2022-10-30,PROD_020,83.38,74.47,78.73
2022-10-30,PROD_021,131.19,113.3,121.82
2022-10-30,PROD_022,19.14,17.8,19.11
2022-10-30,PROD_023,35.66,33.2,37.04
2022-10-30,PROD_024,45.03,45.19,48.86
2022-10-31,PROD_001,84.46,111.57,99.45
2022-10-31,PROD_002,117.14,111.11,124.7
2022-10-31,PROD_003,84.92,75.55,87.18
2022-10-31,PROD_004,77.06,69.46,77.16
2022-10-31,PROD_005,35.96,32.15,37.05
2022-10-31,PROD_006,68.14,56.94,67.62
2022-10-31,PROD_007,73.29,66.33,75.11
2022-10-31,PROD_008,61.84,59.58,64.28
2022-10-31,PROD_009,369.17,339.88,370.12
2022-10-31,PROD_010,177.9,149.66,169.13
2022-10-31,PROD_011,45.88,41.53,46.78
2022-10-31,PROD_012,57.19,48.23,54.77
2022-10-31,PROD_013,23.61,22.47,24.03
2022-10-31,PROD_014,41.73,36.34,40.5
2022-10-31,PROD_015,138.66,147.7,135.59
2022-10-31,PROD_016,771.85,740.69,801.51
2022-10-31,PROD_017,103.3,88.94,92.01
2022-10-31,PROD_018,74.37,66.51,69.9
2022-10-31,PROD_019,106.05,94.91,113.48
2022-10-31,PROD_020,74.21,72.09,74.8
2022-10-31,PROD_021,129.83,115.17,121.83
2022-10-31,PROD_022,19.68,18.22,19.8
2022-10-31,PROD_023,32.83,33.18,34.12
2022-10-31,PROD_024,52.99,47.89,52.69
2022-11-01,PROD_001,85.01,110.34,101.28
2022-11-01,PROD_002,119.91,112.9,119.0
2022-11-01,PROD_003,90.78,81.9,83.5
2022-11-01,PROD_004,70.67,68.3,74.34
2022-11-01,PROD_005,36.66,32.74,34.23
2022-11-01,PROD_006,62.48,56.91,65.4
2022-11-01,PROD_007,69.76,64.59,72.93
2022-11-01,PROD_008,68.19,58.87,66.54
2022-11-01,PROD_009,370.18,351.63,356.84
2022-11-01,PROD_010,176.35,154.86,167.98
2022-11-01,PROD_011,46.7,41.46,47.05
2022-11-01,PROD_012,53.45,50.45,54.13
2022-11-01,PROD_013,23.99,22.82,25.58
2022-11-01,PROD_014,37.48,36.77,40.56
2022-11-01,PROD_015,141.64,147.48,134.95
2022-11-01,PROD_016,775.21,741.96,797.3
2022-11-01,PROD_017,90.76,88.01,92.68
2022-11-01,PROD_018,74.03,61.66,72.67
2022-11-01,PROD_019,118.0,102.43,116.01
2022-11-01,PROD_020,84.31,75.67,74.17
2022-11-01,PROD_021,131.87,109.69,122.31
2022-11-01,PROD_022,19.37,18.7,20.2
2022-11-01,PROD_023,35.89,31.15,35.8
2022-11-01,PROD_024,48.85,46.94,48.9
2022-11-02,PROD_001,85.6,114.18,96.64
2022-11-02,PROD_002,117.72,111.64,123.9
2022-11-02,PROD_003,85.45,79.34,85.95
2022-11-02,PROD_004,79.67,69.92,70.12
2022-11-02,PROD_005,33.84,31.7,35.29
2022-11-02,PROD_006,61.13,59.08,64.03
2022-11-02,PROD_007,70.7,64.61,72.18
2022-11-02,PROD_008,67.39,60.95,66.15
2022-11-02,PROD_009,381.09,350.05,362.34
2022-11-02,PROD_010,180.27,151.29,171.1
2022-11-02,PROD_011,45.82,42.67,43.62
2022-11-02,PROD_012,51.7,50.15,58.39
2022-11-02,PROD_013,26.64,21.81,23.98
2022-11-02,PROD_014,39.47,36.33,39.71
2022-11-02,PROD_015,141.54,146.82,137.35
2022-11-02,PROD_016,787.61,719.62,799.2
2022-11-02,PROD_017,96.72,86.12,94.24
2022-11-02,PROD_018,76.64,61.48,66.92
2022-11-02,PROD_019,107.25,95.13,111.53
2022-11-02,PROD_020,85.61,74.32,79.24
2022-11-02,PROD_021,131.09,111.71,124.23
2022-11-02,PROD_022,19.94,19.04,20.24
2022-11-02,PROD_023,34.51,32.61,36.83
2022-11-02,PROD_024,45.76,46.86,52.4
2022-11-03,PROD_001,87.47,112.35,101.42
2022-11-03,PROD_002,118.38,114.82,120.18
2022-11-03,PROD_003,80.13,77.42,81.95
2022-11-03,PROD_004,69.12,68.66,74.75
2022-11-03,PROD_005,35.59,33.04,34.1
2022-11-03,PROD_006,63.22,59.5,67.46
2022-11-03,PROD_007,69.31,67.25,69.67
